77912|12138
78331|11364
78334|11364
78336|11364
78335|11364
78337|11364
78338|11364
70443|11364
78339|11364
78347|11364
78355|11364
78372|11364
71467|11364
78374|11364
78377|11364
78378|11364
78379|11364
78380|11364
78381|11364
78382|11364
78215|12106
78217|12106
78208|12106
78209|12106
77902|11472
78461|12285
77862|12407
74433|11324
73522|11355
79390|12429
79334|12429
79597|12432
79376|12429
79396|12429
79385|12429
79374|12429
79336|12429
79393|12429
79348|12429
79363|12429
79685|12456
79426|12432
79427|12432
79425|12432
79421|12432
79484|12432
79422|12432
72059|11424
79347|12429
79353|12429
79341|12429
79596|12432
79395|12429
79369|12429
79346|12429
79345|12429
79391|12429
79808|12456
79811|12456
79807|12456
79810|12456
79809|12456
79815|12456
79813|12456
79812|12456
79816|12456
79817|12456
79820|12456
79818|12456
79819|12456
79822|12456
79824|12456
79825|12456
79821|12456
79827|12456
79826|12456
79828|12456
78357|12316
79830|12432
78508|12316
78366|12316
79823|12456
78371|12316
78370|12316
78363|12316
78369|12316
78361|12316
79111|12315
78154|12315
78167|12315
78161|12315
78169|12315
78175|12315
78163|12315
78158|12315
78173|12315
78164|12315
78572|12315
78174|12315
78166|12315
78385|12315
78171|12315
78595|12315
78157|12315
79835|12456
79838|12456
79845|12456
79849|12456
79841|12456
79844|12456
79839|12456
78178|12315
79846|12456
79850|12456
79840|12456
79836|12456
79842|12456
79851|12456
79847|12456
79853|12456
79848|12456
79843|12456
79854|12456
79852|12456
79855|12456
79856|12456
79890|11407
79864|11407
79865|11407
79863|11407
71224|11412
71235|11407
79893|11407
71225|11407
71230|11407
79900|11407
79867|11407
78365|12316
79909|11407
79908|11407
79911|11407
79910|11407
79907|11407
79906|11407
79913|11407
79964|12456
79969|12456
79971|12456
79972|12456
79970|12456
79977|12456
79975|12456
79967|12456
79974|12456
79980|12456
79966|12456
79978|12456
79973|12456
79986|12456
79981|12456
79985|12456
79984|12456
79976|12456
79979|12456
79982|12456
79983|12456
79968|12456
79965|12456
78277|12315
79432|12432
78269|12315
78184|12315
79493|12432
79488|12432
