562211|47
77513|294
429409|276
883|75
337205|52
126812|302
113705|367
256713|13
402030|61
87011|79
342024|74
609352|311
88337|311
637288|40
408246|278
88533|276
127586|301
71503|46
426480|18
528834|50
809|70
93094|4
163364|312
39750|105
409249|280
523407|85
423279|48
658371|61
90673|92
89902|277
86662|280
90072|279
36733|106
256650|13
88189|311
232238|358
51600|86
260108|284
418428|280
374144|278
513228|2
170793|39
91114|13
169798|296
54462|279
93894|91
529179|279
417384|280
555114|86
257753|288
171161|295
408183|278
482374|70
673002|302
544526|5
423024|325
127791|306
114871|278
400746|346
536247|391
254190|22
108249|312
137283|336
92376|15
528955|48
97539|311
400883|346
619254|25
605714|280
398083|47
55320|368
130119|305
94992|46
171326|295
49284|58
123220|34
254200|22
87428|83
66701|51
401248|86
152936|371
674644|34
256954|13
86983|79
140042|314
127763|307
423018|325
402117|67
160446|346
372499|48
662490|47
227381|366
137524|21
185495|75
170255|356
513656|86
149192|371
91665|317
66702|51
127111|303
130355|322
4590|74
160318|346
665173|277
702465|371
108287|312
418508|280
107682|311
75230|110
163518|166
60071|76
123572|34
28972|76
89912|277
417973|280
558096|283
658506|67
171246|295
163355|312
75737|303
187224|340
658418|61
254019|22
126894|307
129452|306
650226|378
365978|54
253982|22
256759|13
201702|326
334867|47
87616|311
432248|311
97633|311
163263|312
257001|13
561580|279
359674|48
86374|80
171789|42
254266|22
408838|54
411426|12
53338|51
401204|75
540798|62
521825|276
386887|278
119364|18
248701|338
402022|61
404895|315
149039|371
341718|69
227344|366
113375|367
230634|16
131487|307
149133|371
52999|49
642720|309
66415|49
66369|49
513702|281
400520|346
525808|311
137381|21
90743|92
523402|276
561560|279
402302|61
221953|70
289600|1
66580|51
345855|82
373675|54
522833|278
89966|277
367327|317
125717|95
85910|47
137338|336
373567|54
86535|280
84641|310
402097|67
334826|47
137211|336
91070|12
134737|346
149219|371
402056|67
724017|17
417969|280
418806|280
482366|64
91597|94
257881|288
93308|105
171504|297
85867|47
57497|11
658410|61
173038|297
406|95
84613|309
90999|94
171917|40
619355|282
172448|295
149111|371
148903|334
616370|368
219405|363
178827|95
322482|276
77478|294
72616|46
97586|311
108921|77
89630|75
398400|67
97616|311
523998|360
340585|12
524386|279
404991|326
400868|317
90078|279
230380|16
53777|280
88529|276
139505|17
114621|76
408743|312
84902|277
163347|312
53332|51
71357|70
112655|18
2184|35
526441|27
123701|34
527208|27
87180|81
90950|96
408782|54
90614|92
129145|95
113710|367
335383|278
54453|279
171954|40
609899|321
88310|311
134801|346
619327|283
339601|311
53348|51
257647|288
90945|96
113401|367
659419|569
79848|27
186010|81
342012|74
88610|276
91572|94
524577|13
186662|280
125704|95
90260|301
126469|301
401217|75
505481|371
170462|356
255822|368
80188|27
189562|279
624530|76
86572|280
674608|34
186061|81
227445|366
372269|48
675079|277
85816|47
130131|305
86329|280
170066|298
408139|278
606849|50
126749|302
613761|70
480608|95
54023|278
544481|65
114181|362
109446|82
256607|13
169898|298
400518|346
403230|276
163350|312
89368|39
617648|368
108897|77
87528|311
84919|47
417352|280
403340|276
529699|48
178764|67
230798|16
418719|280
409883|280
114078|103
160153|346
85745|49
13072|224
113623|367
113414|367
253934|22
130255|305
341672|276
525746|368
634128|86
373713|54
123611|34
172612|298
650235|350
86260|80
223425|366
401050|323
115334|42
130229|305
161640|346
51345|4
171348|297
389285|61
674970|277
170869|294
418582|280
108903|77
53846|277
126385|301
402059|67
44325|163
114214|362
334872|47
672325|307
218735|61
14560|217
85043|310
702946|371
612243|34
650099|332
247784|12
119372|18
339593|311
516154|48
169875|298
92390|15
389341|61
170084|298
662489|47
523573|277
442825|312
137544|21
171613|42
665195|277
620302|65
426894|276
418220|280
527513|311
418666|280
515028|95
85707|49
89770|303
257380|13
524618|314
417584|280
419774|280
543134|280
161704|340
609266|311
685461|311
417670|280
185965|81
331321|277
564196|277
171207|295
89954|277
265770|282
341970|58
88179|311
528227|82
531096|311
335276|70
409274|280
130257|305
418498|280
452557|79
257353|13
14790|316
404932|315
189555|279
661452|26
102472|99
92470|15
430284|323
149287|371
417828|280
160389|346
90178|279
543158|61
419914|280
524144|15
66299|50
335554|77
642729|309
536183|334
134699|346
91538|13
86494|46
94600|311
230471|16
60116|76
57500|11
126636|301
188872|82
149136|371
190294|81
126201|308
543130|278
524619|315
172332|39
114212|362
90701|92
334807|47
55301|368
90606|92
86481|46
417960|280
257078|13
418658|280
87235|81
398510|67
685328|310
265864|282
1586|27
55069|368
2269|12
335340|278
125540|36
108103|312
171873|40
512692|8
647869|75
169992|298
417506|280
172435|295
121935|317
108045|312
189378|279
79563|27
114092|103
605678|67
418807|280
401293|86
400551|346
189187|277
502616|70
594402|2
670628|78
505423|277
4458|78
125555|36
127826|306
527149|391
418750|280
119260|18
127581|301
95010|46
91329|42
658490|67
610125|34
121952|317
87004|79
58715|79
110148|15
107787|311
44040|91
123181|34
409303|280
161607|346
479203|46
108924|77
160253|346
418858|280
84977|47
403772|310
408196|278
257481|13
612366|34
359728|48
163482|312
89986|279
172833|92
675015|277
562228|47
658649|61
87942|311
89422|39
75463|307
404954|336
253988|22
401073|323
400514|346
137243|336
673282|294
87837|311
53304|51
172007|40
91013|94
345674|303
417897|280
606889|50
678058|597
408729|312
163348|312
75614|40
75563|40
373639|54
171914|40
509575|34
97684|311
89157|22
43757|12
196704|27
170877|294
171012|294
126937|307
49723|323
232280|358
149058|371
403748|86
148921|334
122101|311
87465|83
675063|277
16|106
86851|67
189206|277
264933|283
54019|278
672316|304
170886|294
170425|356
223475|366
121761|83
668060|42
189513|279
525823|311
85933|47
658591|67
408227|278
171272|295
230631|16
430323|323
66321|50
93911|91
91032|94
75650|39
114594|70
127740|307
54367|279
124176|34
93724|17
544499|311
51000|310
187704|278
406304|378
400917|346
137398|21
84976|47
121995|317
173152|40
61547|81
91023|94
82889|32
89544|40
257082|13
149256|371
85246|77
186679|280
87517|83
418124|280
495881|62
372287|48
87211|81
333383|311
513217|82
583730|103
161844|340
437993|61
87193|81
509542|77
561712|279
433901|47
402331|61
254060|22
163509|312
127742|307
172557|298
66696|51
66627|51
66597|51
51614|86
573687|277
122266|324
401943|61
401991|67
334791|47
210589|48
304918|278
254243|22
503475|63
408814|54
129119|94
403739|86
482727|76
97628|311
335362|278
107711|311
161735|340
127269|303
219436|363
408836|54
187100|340
173239|296
57470|11
221973|70
400851|346
622202|32
91210|13
221964|70
58818|280
149266|371
87277|79
91489|92
75673|39
335105|13
419045|280
668394|103
129558|333
123320|34
598210|91
86343|280
38883|92
344453|58
418795|280
220741|82
87128|61
530174|311
674858|70
172060|40
355366|48
65781|50
472363|70
55048|368
91536|13
600719|2
71566|46
325818|280
403527|76
91090|13
77421|308
84899|277
400813|346
403825|310
84594|309
622206|32
436441|312
334885|47
417581|280
86588|79
73081|34
163466|312
556425|279
652541|277
170804|39
528425|311
97896|50
525766|311
77479|294
253884|22
107667|311
398156|47
217560|15
188137|276
75662|39
71485|46
673140|27
127080|303
39645|90
432894|280
257420|13
66502|49
602031|311
566800|46
339677|311
418292|280
171383|297
650229|378
170627|39
14449|203
161608|346
335442|276
88202|86
84965|47
36898|277
79941|27
123900|34
434055|47
124468|34
86973|79
532561|310
565057|80
418588|280
426845|276
417382|280
409655|280
599949|67
339651|311
71369|79
561668|279
502615|77
122044|311
77334|308
418552|280
173274|296
674993|277
186106|81
115350|58
127236|303
1006|106
612464|34
400696|346
409242|280
1314|29
55126|368
95002|46
91101|13
172575|298
256793|13
248604|338
421103|319
419242|280
400764|346
149248|371
170781|39
71380|79
411498|12
80298|27
338859|85
75697|39
401805|61
527143|365
598219|91
543780|86
71499|46
126277|299
419207|280
615500|6
417567|280
126299|299
88129|311
525437|82
523169|63
675129|279
372492|48
91079|12
400485|346
66500|49
167367|322
93906|91
125205|36
523055|82
505407|58
114867|70
335099|13
217873|373
125675|95
130205|305
186549|77
154943|27
418422|280
187244|340
125248|36
129559|333
87500|311
171762|42
140073|314
88947|24
149160|371
335607|70
513512|281
219325|363
618947|350
480717|277
531435|307
171480|297
91601|94
51068|310
232201|358
600120|61
126390|301
502473|77
171663|42
278444|319
94835|279
125181|36
90145|279
89851|277
510243|47
335166|12
86723|280
513390|82
219656|75
232292|358
88027|84
516064|61
662515|54
125674|95
372306|48
359718|48
702511|371
71544|46
398386|67
89931|277
91173|12
419335|280
431705|67
335289|70
426937|276
42655|277
113782|367
218185|373
257460|13
86385|80
513396|309
85653|70
417842|280
87192|81
71122|46
490664|375
90568|92
126844|302
97792|50
658544|67
398436|67
434007|47
171828|42
186188|74
265879|282
122963|34
189297|279
398460|67
171768|42
171855|40
398052|47
123554|34
255801|368
480514|95
543241|309
88546|276
660529|307
665265|277
620389|299
607422|392
686668|317
400845|317
41146|294
119277|18
170602|39
170729|39
523544|276
665189|277
404946|326
57479|11
613435|46
171777|42
403443|276
604603|54
126943|307
160150|346
359669|48
84934|47
123915|34
188572|83
54427|279
409344|280
53776|280
407513|355
43758|12
365537|78
509591|69
658446|67
408868|54
75587|40
660395|276
127672|299
377805|86
419645|280
403502|76
152905|371
408221|278
246867|65
662075|40
419079|280
255910|368
171677|42
154953|27
152911|371
400871|346
126324|299
12334|106
75634|39
536328|310
126891|307
126364|299
107720|311
86291|80
87112|61
201066|350
127571|301
523844|311
588112|389
173104|297
359707|48
86735|280
217550|15
257400|13
91287|42
9653|81
97634|311
86322|280
148547|371
674927|70
53965|277
335538|77
89112|21
54202|279
540850|370
87600|83
373735|54
398024|47
338528|86
450050|81
373727|54
421041|319
186347|74
514293|15
673151|27
408143|278
91139|13
417596|280
140115|314
372459|48
572569|277
51016|310
89466|39
256940|13
140078|314
524235|311
429440|276
130147|305
419108|280
28998|17
172666|298
123964|34
419247|280
433907|47
317542|334
167295|322
524263|279
115284|106
365877|276
86251|80
51344|4
408865|54
86160|65
152868|371
170927|294
170692|39
88600|276
121986|317
599959|67
417363|280
123860|34
221915|70
417517|280
409665|280
340595|12
28971|16
510348|316
172420|39
86208|65
524146|15
400973|346
599685|280
126276|299
398178|47
196909|27
498777|25
607349|344
423305|48
86694|79
257643|288
87114|61
254260|22
43781|79
335133|13
129157|94
122278|324
121979|317
122070|311
128099|304
51055|310
437994|61
45456|91
409195|280
137613|21
409646|280
161770|340
2702|100
171411|297
600851|365
54130|67
418801|280
400574|346
523825|51
418554|280
186224|74
129490|306
188578|83
36355|186
169690|296
672529|296
531250|309
418712|280
600047|61
400649|346
110116|15
606610|25
60108|76
79109|27
246947|65
187708|278
126265|308
161737|340
123225|34
143084|26
138783|95
126799|302
508648|280
189230|277
97575|311
88153|311
496434|48
210613|48
650541|305
674623|34
172658|298
51083|310
335476|276
143054|26
543855|310
91108|13
161676|340
173290|296
265835|282
610111|34
585587|311
351768|61
170693|39
318059|322
87926|311
668739|287
93886|91
409371|280
3540|92
609257|311
170774|39
660197|81
341968|58
624859|368
642897|278
255862|368
58703|79
125659|95
80730|75
208596|82
89106|21
66672|51
555537|307
674860|70
127258|303
137304|336
702571|371
219355|363
672532|295
89726|277
185998|81
91293|42
658381|61
86688|79
341775|69
408163|278
189275|277
87718|311
248608|338
433904|47
420647|326
107804|311
537671|334
253989|22
257242|13
400949|346
89879|307
171884|40
172515|295
658651|61
81138|27
54385|279
255812|368
143018|26
53800|280
119275|18
85813|47
89792|307
93306|105
408659|312
248192|12
93206|11
87341|79
527936|310
334984|12
523533|277
134793|346
87298|79
128271|350
589475|48
93154|11
121876|83
662469|47
409264|280
102883|166
170021|298
51377|4
97713|311
430330|323
185501|75
85949|47
417999|280
13112|202
137657|21
335620|96
55033|322
227354|366
13795|166
334762|47
97596|311
97592|311
403225|276
408704|312
88141|311
401032|323
85857|47
525215|61
121909|317
660146|81
129537|333
670202|25
126325|299
408604|312
72631|46
163413|312
1564|77
289632|1
604367|61
113830|367
172593|298
1123|79
97567|311
160321|346
80240|27
185938|81
419236|280
130256|305
528822|50
178|5
170701|39
189504|279
86802|67
162102|362
129179|95
683478|62
188120|276
217724|15
170988|294
406391|350
418936|280
265911|282
74556|17
260129|284
66260|50
85057|77
408150|278
160339|346
672294|303
123455|34
418634|280
121743|83
334769|47
417743|280
66453|49
513646|10
417557|280
89406|39
563473|311
911|93
152892|371
88948|24
94894|70
367321|317
613463|46
170123|356
408179|278
675028|277
76397|297
540817|283
170788|39
321224|350
540987|280
605746|25
125173|36
523554|277
134786|346
196703|27
91226|13
589871|25
409203|280
93782|17
408829|54
49287|58
108034|312
87353|79
88540|276
418353|280
187242|340
170735|39
408641|312
479368|95
370587|319
173276|296
403746|86
219331|363
161845|340
124498|34
90865|96
137633|21
129460|306
265909|282
373550|54
335629|96
414264|67
702874|371
87028|61
66857|309
594413|2
66431|49
400805|317
418787|280
54091|278
87255|81
509573|34
123568|34
703188|371
400867|317
84888|47
342000|74
126440|301
75568|40
84733|85
123591|34
400911|346
